ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
CVX,1.0,1.0,0.0,-0.15,Sideways,0.82,N/A,0.35,OK,1.0132,0.434,CHAOTIC,0.9955,0.6848,1.0044,True,0.0571,1.0,vol_change,-0.003009,0.9643,0.5574,0.33,0.95,MILD,HOLD,0.432,0.7575,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.4835,MODERATE,0.69,4.15,4.15,0.148,2,HOLD,-1.755,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
WMT,0.9974,0.9974,0.0026,-0.15,Sideways,0.81,N/A,0.3128,OK,0.9264,0.6243,SIDEWAYS,1.0314,0.8046,0.9789,True,0.8348,1.0,sma10_dist,0.002256,0.9639,0.5433,0.3285,0.95,MILD,HOLD,0.432,0.7416,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.4879,MODERATE,0.75,5.14,5.14,0.148,3,HOLD,-3.16,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
PG,0.8513,0.8513,0.1487,-0.12,Sideways,0.98,N/A,0.3833,OK,0.9228,0.6431,SIDEWAYS,1.0314,0.8046,0.9771,True,-0.1433,1.0,vol_change,0.001656,0.9398,0.5452,0.2362,0.95,MILD,HOLD,0.432,0.7269,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.5186,MODERATE,0.75,5.27,5.27,0.148,3,HOLD,-1.555,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
JNJ,0.9929,0.9929,0.0071,-0.12,Sideways,0.93,N/A,0.4632,MINOR,0.9926,0.5368,NEUTRAL,0.9954,0.6846,0.994,True,0.0597,1.0,log_return,0.001475,0.9705,0.5547,0.3169,0.95,MILD,HOLD,0.432,0.7307,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.4791,MODERATE,0.6375,4.48,4.48,0.148,1,HOLD,-0.501,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
NFLX,0.0,0.0,0.0,0.12,Bear,0.71,N/A,0.3927,OK,0.9241,0.6362,SIDEWAYS,0.9655,0.6515,0.9448,True,-0.1073,1.0,RSI,-0.001362,0.3139,0.6236,0.261,0.95,MILD,HOLD,0.3876,0.6869,0.95,MILD SYCOPHANCY HOLD correlated but acceptable (−5%),0.5526,MODERATE,0.6375,0.0,0.0,-0.0207,0,HOLD,4.145,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
DIS,0.0006,0.0006,0.0006,0.1,Sideways,0.81,N/A,0.4807,MINOR,1.0111,0.4446,NEUTRAL,0.9655,0.6515,0.9883,True,-0.7079,1.0,sma10_dist,0.002152,0.3679,0.6424,0.3147,0.95,MILD,MILD_ADJUST,0.5857,0.6869,0.95,MILD SYCOPHANCY HOLD correlated but acceptable (−5%),0.6627,HIGH,0.4301,7.73,7.73,0.3785,7,BUY,2.806,correct,OK,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
CRM,0.8102,0.8102,0.1898,0.1,Bear,0.98,N/A,0.3839,OK,1.0084,0.458,CHAOTIC,0.9655,0.6515,0.9869,True,-0.0401,1.0,log_return,0.003296,0.9861,0.9732,0.5355,0.7,HIGH,MILD_ADJUST,0.7446,0.766,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.7299,HIGH,0.4301,4.3,4.3,0.5743,2,BUY,0.269,noise_c,OK!,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
PLTR,0.9875,0.9875,0.0125,0.12,Bear,0.98,N/A,0.5617,MINOR,0.9075,0.7239,SIDEWAYS,0.9355,0.6182,0.9215,True,0.0598,1.0,log_return,0.005036,0.9954,0.9173,0.7074,0.5,CRITICAL,MILD_ADJUST,0.6323,0.8513,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6495,MODERATE,0.5865,2.84,2.84,0.3872,2,HOLD,3.993,hold,HOLD,2026-04-09,2026-04-14,Win19: Pre-Easter Defensive Lull (Apr09->14-2026)
AAPL,0.1797,0.1797,0.1797,-0.03,Sideways,0.82,N/A,0.5628,MINOR,0.9249,0.632,SIDEWAYS,0.9355,0.6182,0.9302,True,-0.8191,1.0,vol_change,0.001111,0.28,0.2604,0.1796,1.0,HARMONY,MILD_ADJUST,0.1642,0.8641,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3207,MILD,0.7038,0.0,2.0,-0.2537,0,SELL,-0.946,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
MSFT,0.0002,0.0002,0.0002,0.07,Bear,0.54,N/A,0.5575,MINOR,1.0102,0.449,CHAOTIC,0.9655,0.6515,0.9879,True,-0.7898,1.0,log_return,-0.003489,0.2988,0.5686,0.246,0.95,MILD,MILD_ADJUST,0.4714,0.8113,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.5746,MODERATE,0.61,3.45,3.45,0.119,0,HOLD,-0.313,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
NVDA,0.0001,0.0001,0.0001,0.04,Bear,0.98,N/A,0.6417,MINOR,0.9902,0.5489,NEUTRAL,0.9655,0.6515,0.9778,True,-0.7793,1.0,log_return,-0.004681,0.1606,0.5378,0.2455,0.95,MILD,MILD_ADJUST,0.4255,0.8113,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.2417,HARMONY,0.782,1.18,1.18,0.0425,0,HOLD,0.4,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
TSLA,0.9862,0.9862,0.0138,-0.14,Bear,0.98,N/A,0.5418,MINOR,1.0095,0.4523,CHAOTIC,1.0314,0.8046,1.0205,True,0.1409,1.0,log_return,0.003502,0.9633,0.5674,0.6987,0.5,CRITICAL,HOLD,0.3404,0.8864,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.7048,HIGH,0.4862,0.0,0.0,-0.0993,0,HOLD,-3.866,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
META,0.0,0.0,0.0,0.03,Bear,0.98,N/A,0.522,MINOR,1.0116,0.4418,CHAOTIC,0.9655,0.6515,0.9886,True,-0.3725,1.0,RSI,-0.002389,0.1592,0.519,0.2655,0.95,MILD,MILD_ADJUST,0.3655,0.9056,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2517,HARMONY,0.782,0.0,0.0,-0.0575,0,HOLD,0.103,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
GOOGL,0.4405,0.4405,0.4405,0.05,Bear,0.68,N/A,0.2875,OK,0.9929,0.5355,NEUTRAL,1.0014,0.7713,0.9971,True,-0.5354,1.0,sma20_dist,0.001496,0.3316,0.3844,0.3105,0.95,MILD,MILD_ADJUST,0.245,0.8924,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3736,MILD,0.7956,0.0,2.0,-0.2583,0,SELL,3.276,wrong,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
AMZN,0.6784,0.6784,0.3216,0.02,Bear,0.98,N/A,0.3918,OK,1.0076,0.4622,CHAOTIC,1.0314,0.8046,1.0195,True,-0.3213,1.0,RSI,-0.003633,0.9193,0.8903,0.4318,0.85,MODERATE,MILD_ADJUST,0.5676,0.8703,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.623,MODERATE,0.6375,6.38,6.38,0.2793,3,BUY,1.907,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
AMD,0.0,0.0,0.0,-0.02,Bear,0.89,N/A,1.0,CRITICAL,0.9134,0.6926,SIDEWAYS,0.9355,0.6182,0.9244,True,-0.218,1.0,sma10_dist,-0.002617,0.1522,0.1407,0.2658,0.95,MILD,SYSTEMIC_VETO,0.0316,0.8917,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2702,HARMONY,0.782,0.0,2.0,-0.6139,0,SELL,1.853,noise_w,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
INTC,0.003,0.003,0.003,0.04,Bear,0.89,N/A,0.5079,MINOR,0.9119,0.7003,SIDEWAYS,0.9355,0.6182,0.9237,True,-0.466,1.0,sma50_dist,-0.003926,0.1618,0.508,0.3222,0.95,MILD,MILD_ADJUST,0.3605,0.8852,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2446,HARMONY,1.04,0.0,0.0,-0.0659,0,HOLD,5.022,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
ORCL,0.0,0.0,0.0,0.04,Bear,0.98,N/A,0.948,CRITICAL,0.9286,0.6125,SIDEWAYS,0.9655,0.6515,0.947,True,-0.7811,1.0,sma50_dist,-0.001933,0.1606,0.5209,0.2745,0.95,MILD,SYSTEMIC_VETO,0.1172,0.9174,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2419,HARMONY,1.04,0.0,2.0,-0.4713,0,SELL,-2.193,correct,OK,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
SPY,0.9558,0.9558,0.0442,0.03,Sideways,0.82,N/A,0.3,OK,1.0092,0.4542,CHAOTIC,0.95,0.5,0.9796,True,-0.0424,1.0,RSI,0.001345,0.9897,0.921,0.2568,0.95,MILD,NO_CONFLICT,0.5987,0.9508,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.3321,MILD,0.936,17.69,17.69,0.398,2,BUY,0.517,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
QQQ,0.862,0.862,0.138,0.01,Sideways,0.79,N/A,0.3,OK,0.9919,0.5405,CHAOTIC,0.95,0.5,0.9709,True,-0.1327,1.0,RSI,0.001177,0.9798,0.9038,0.2053,0.95,MILD,MILD_ADJUST,0.4993,0.9572,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.3162,MILD,0.9,10.64,10.64,0.249,1,HOLD,0.617,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
DIA,0.0,0.0,0.0,0.06,Sideways,0.98,N/A,0.3,OK,0.9923,0.5383,CHAOTIC,0.95,0.5,0.9711,True,-0.676,1.0,sma10_dist,-0.001217,0.3557,0.6021,0.303,0.95,MILD,NO_CONFLICT,0.4516,0.9305,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5317,MODERATE,0.78,6.57,6.57,0.1774,1,BUY,0.176,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
IWM,0.0,0.0,0.0,-0.05,Bear,0.8,N/A,0.3,OK,0.9903,0.5487,CHAOTIC,0.95,0.5,0.9701,True,-0.2847,1.0,sma10_dist,-0.001448,0.148,0.1551,0.21,0.95,MILD,NO_CONFLICT,0.1163,0.9305,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2139,HARMONY,1.0,0.0,2.0,-0.4728,0,SELL,0.645,noise_w,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
JPM,0.0062,0.0062,0.0062,0.1,Sideways,0.75,N/A,0.3057,OK,0.9272,0.6201,SIDEWAYS,0.9655,0.6515,0.9464,True,-0.5348,1.0,log_return,-0.001615,0.3687,0.6151,0.3115,0.95,MILD,NO_CONFLICT,0.4613,0.8833,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6697,HIGH,0.572,5.22,5.22,0.192,1,BUY,1.467,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
BAC,0.0,0.0,0.0,0.07,Bear,0.64,N/A,0.2779,OK,0.9849,0.5757,NEUTRAL,1.0614,0.838,1.0232,True,-0.3576,1.0,RSI,0.001804,0.2987,0.6032,0.246,0.95,MILD,NO_CONFLICT,0.4524,0.919,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5448,MODERATE,0.69,2.86,2.86,0.0873,5,HOLD,1.823,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
GS,0.0,0.0,0.0,0.11,Bear,0.73,N/A,0.5539,MINOR,1.0101,0.4494,NEUTRAL,0.9655,0.6515,0.9878,True,-0.2254,1.0,log_return,-0.001122,0.3109,0.6421,0.2611,0.95,MILD,HOLD,0.306,0.919,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.543,MODERATE,0.75,0.0,0.0,-0.1567,0,HOLD,0.129,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
V,0.9912,0.9912,0.0088,0.04,Sideways,0.94,N/A,0.3148,OK,1.0117,0.4414,NEUTRAL,0.9655,0.6515,0.9886,True,0.0639,1.0,vol_change,0.001722,0.9919,0.9316,0.276,0.95,MILD,NO_CONFLICT,0.6987,0.9278,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2894,HARMONY,1.0,20.0,20.0,0.548,6,BUY,0.582,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
GLD,1.0,1.0,0.0,0.14,Sideways,0.75,N/A,0.3,OK,0.9199,0.6585,SIDEWAYS,0.95,0.5,0.9349,False,0.0051,0.72,log_return,0.001766,0.9964,0.6707,0.281,0.95,MILD,NO_CONFLICT,0.503,0.9147,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1837,HARMONY,1.04,9.23,9.23,0.2545,2,BUY,0.559,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
TLT,0.9964,0.9964,0.0036,-0.09,Sideways,0.67,N/A,0.3,OK,0.9065,0.7287,SIDEWAYS,0.95,0.5,0.9283,True,0.2616,1.0,sma20_dist,0.001449,0.977,0.7608,0.31,0.95,MILD,NO_CONFLICT,0.5706,0.9062,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4811,MODERATE,0.78,13.19,13.19,0.3559,15,BUY,-0.173,noise_w,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
SLV,1.0,1.0,0.0,0.06,Sideways,0.775,N/A,0.3,OK,0.9145,0.6866,SIDEWAYS,0.95,0.5,0.9323,True,0.0124,1.0,log_return,0.003322,0.9934,0.9261,0.3372,0.95,MILD,NO_CONFLICT,0.6946,0.8925,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2704,HARMONY,1.0,12.87,12.87,0.5419,19,BUY,0.228,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
XOM,0.0225,0.0225,0.0225,0.12,Bear,0.87,N/A,0.35,OK,1.0137,0.4317,NEUTRAL,1.0014,0.7713,1.0076,True,-0.6608,1.0,sma20_dist,-0.002836,0.3171,0.665,0.2644,0.95,MILD,HOLD,0.306,0.8656,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4891,MODERATE,0.78,0.0,0.0,-0.1567,0,HOLD,2.004,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
CVX,0.9997,0.9997,0.0003,0.1,Sideways,0.49,N/A,0.35,OK,1.0151,0.4246,NEUTRAL,1.0014,0.7713,1.0082,True,0.0294,1.0,vol_change,-0.00324,0.9951,0.7487,0.2748,0.95,MILD,NO_CONFLICT,0.5615,0.9121,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1467,HARMONY,1.0,15.21,15.21,0.3423,7,BUY,1.292,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
WMT,0.399,0.399,0.399,0.08,Sideways,0.92,N/A,0.3117,OK,0.9865,0.5673,CHAOTIC,0.9655,0.6515,0.976,True,0.1087,1.0,vol_change,0.001683,0.3798,0.3707,0.0816,1.0,HARMONY,MILD_ADJUST,0.2363,0.912,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4732,MODERATE,0.819,0.0,2.0,-0.1455,0,SELL,-2.623,correct,OK,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
PG,0.0832,0.0832,0.0832,0.06,Sideways,0.98,N/A,0.383,OK,0.9264,0.6245,SIDEWAYS,0.9,0.3,0.9132,True,-0.6185,1.0,sma50_dist,-0.001439,0.3674,0.5662,0.2556,0.95,MILD,MILD_ADJUST,0.3964,0.9151,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3649,MILD,0.945,4.25,4.25,0.0947,2,BUY,-1.272,noise_w,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
JNJ,0.1934,0.1934,0.1934,0.05,Sideways,0.98,N/A,0.4643,MINOR,1.0123,0.4384,NEUTRAL,0.86,0.3,0.9362,True,-0.7579,1.0,vol_change,-0.003172,0.2965,0.5383,0.1897,1.0,HARMONY,MILD_ADJUST,0.3321,0.8909,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3401,MILD,0.945,0.0,0.0,-0.0018,0,HOLD,-1.905,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
NFLX,0.0,0.0,0.0,0.01,Bear,0.65,N/A,0.3922,OK,0.923,0.6421,SIDEWAYS,0.9655,0.6515,0.9443,False,-0.0075,0.72,log_return,-0.00252,0.1564,0.1881,0.228,0.95,MILD,NO_CONFLICT,0.1411,0.9194,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3106,MILD,0.945,0.0,2.0,-0.4315,0,SELL,0.162,noise_w,BAD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
DIS,0.1338,0.1338,0.1338,-0.03,Sideways,0.94,N/A,0.4823,MINOR,1.0119,0.4403,NEUTRAL,0.9655,0.6515,0.9887,True,-0.8207,1.0,vol_change,-0.001643,0.2623,0.2594,0.2057,0.95,MILD,MILD_ADJUST,0.1585,0.909,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3243,MILD,0.9828,0.0,2.0,-0.2622,0,SELL,-0.859,noise_c,OK!,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
CRM,0.0,0.0,0.0,-0.02,Bear,0.98,N/A,0.3866,OK,1.01,0.4501,CHAOTIC,0.9655,0.6515,0.9878,True,-0.8649,1.0,log_return,-0.002547,0.1522,0.1503,0.2344,0.95,MILD,NO_CONFLICT,0.1127,0.9191,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2604,HARMONY,1.05,0.0,2.0,-0.4788,0,SELL,-2.255,correct,OK,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
PLTR,0.0247,0.0247,0.0247,0.15,Bear,0.98,N/A,0.5648,MINOR,0.9149,0.6847,SIDEWAYS,0.9355,0.6182,0.9252,True,-0.9231,1.0,log_return,-0.00371,0.3265,0.6523,0.31,0.95,MILD,HOLD,0.306,0.9156,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4848,MODERATE,0.819,0.0,0.0,-0.1567,0,HOLD,1.084,hold,HOLD,2026-04-02,2026-04-07,Win18: Pre-Easter Defensive Lull (Apr02->09-2026)
AAPL,0.5644,0.5644,0.4356,-0.14,Sideways,0.55,N/A,0.564,MINOR,0.9101,0.7102,SIDEWAYS,0.9655,0.6515,0.9378,True,-0.1482,1.0,sma10_dist,0.001267,0.3739,0.4039,0.0787,1.0,HARMONY,ALIGN_BULL,0.3225,0.9267,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4819,MODERATE,0.7875,0.0,2.0,-0.0162,0,SELL,-1.932,noise_c,OK!,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
MSFT,1.0,1.0,0.0,-0.13,Bear,0.98,N/A,0.559,MINOR,0.9888,0.5562,CHAOTIC,0.9355,0.6182,0.9622,True,0.0225,1.0,sma10_dist,0.001869,0.9679,0.5359,0.688,0.5,CRITICAL,HOLD,0.3216,0.9396,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6888,HIGH,0.5775,0.0,0.0,-0.1307,0,HOLD,-6.277,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
NVDA,1.0,1.0,0.0,-0.16,Bear,0.98,N/A,0.6366,MINOR,0.9257,0.6282,SIDEWAYS,0.9655,0.6515,0.9456,True,0.0955,1.0,sma10_dist,0.001661,0.9601,0.5239,0.7008,0.5,CRITICAL,HOLD,0.3143,0.9396,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6843,HIGH,0.5313,0.0,0.0,-0.1428,0,HOLD,-5.961,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
TSLA,0.9991,0.9991,0.0009,-0.2,Bear,0.98,N/A,0.5462,MINOR,1.0114,0.4428,CHAOTIC,0.9655,0.6515,0.9885,True,0.0178,1.0,vol_change,0.003106,0.9478,0.5436,0.7021,0.5,CRITICAL,HOLD,0.3262,0.9396,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6797,HIGH,0.5313,0.0,0.0,-0.123,0,HOLD,-6.714,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
META,0.9816,0.9816,0.0184,-0.13,Bear,0.98,N/A,0.5302,MINOR,1.0098,0.4508,CHAOTIC,0.9355,0.6182,0.9727,True,0.0577,1.0,sma50_dist,0.001502,0.9652,0.5418,0.6742,0.5,CRITICAL,HOLD,0.3251,0.9106,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.7128,HIGH,0.506,0.0,0.0,-0.1249,0,HOLD,-11.204,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
GOOGL,0.9977,0.9977,0.0023,-0.14,Bear,0.97,N/A,0.2966,OK,0.9156,0.681,SIDEWAYS,1.0255,0.7182,0.9706,True,0.1941,1.0,vol_change,-0.001374,0.9651,0.5396,0.6873,0.5,CRITICAL,HOLD,0.3238,0.9292,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6902,HIGH,0.506,0.0,0.0,-0.127,0,HOLD,-9.455,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
AMZN,1.0,1.0,0.0,-0.12,Bear,0.98,N/A,0.4041,MINOR,1.0082,0.4592,CHAOTIC,0.9655,0.6515,0.9869,False,0.002,0.72,RSI,-0.001176,0.9702,0.3965,0.687,0.5,CRITICAL,HOLD,0.2652,0.9506,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.6904,HIGH,0.506,0.0,0.0,-0.2247,0,HOLD,-4.373,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
AMD,0.6231,0.6231,0.3769,-0.15,Bear,0.68,N/A,1.0,CRITICAL,0.9264,0.624,SIDEWAYS,0.9655,0.6515,0.946,True,-0.3373,1.0,sma10_dist,-0.006656,0.5636,0.5084,0.4502,0.85,MODERATE,ALIGN_BULL,0.3305,0.9686,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.4628,MODERATE,0.69,0.0,2.0,-0.1159,0,SELL,-3.276,correct,OK,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
INTC,1.0,1.0,0.0,-0.17,Sideways,0.75,N/A,0.5114,MINOR,0.9186,0.6652,SIDEWAYS,0.9655,0.6515,0.9421,False,0.0006,0.72,sma20_dist,-0.002179,0.9589,0.3751,0.39,0.85,MODERATE,HOLD,0.312,0.9557,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.4937,MODERATE,0.75,0.0,0.0,-0.032,0,HOLD,-6.408,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
ORCL,1.0,1.0,0.0,-0.13,Bear,0.98,N/A,0.9576,CRITICAL,0.9903,0.5486,CHAOTIC,0.9655,0.6515,0.9779,True,0.0142,1.0,sma10_dist,0.001411,0.9679,0.5447,0.7228,0.5,CRITICAL,HOLD,0.2832,0.9557,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.6888,HIGH,0.55,0.0,0.0,-0.1946,0,HOLD,-10.069,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
SPY,0.3792,0.3792,0.3792,-0.14,Sideways,0.82,N/A,0.3,OK,0.9294,0.6084,SIDEWAYS,0.95,0.5,0.9397,True,-0.2537,1.0,RSI,0.002472,0.3414,0.3208,0.0549,1.0,HARMONY,MILD_ADJUST,0.1773,0.9564,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2727,HARMONY,0.92,0.0,2.0,-0.2341,0,SELL,-3.572,correct,OK,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
QQQ,0.9971,0.9971,0.0029,-0.18,Sideways,0.88,N/A,0.3,OK,0.9886,0.5568,CHAOTIC,0.95,0.5,0.9693,True,0.2668,1.0,sma10_dist,0.002318,0.9555,0.5351,0.3374,0.95,MILD,HOLD,0.36,0.9471,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4914,MODERATE,0.78,1.48,1.48,0.04,0,HOLD,-5.054,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
DIA,1.0,1.0,0.0,-0.11,Sideways,0.82,N/A,0.3,OK,0.9919,0.5407,CHAOTIC,0.95,0.5,0.9709,False,0.0065,0.72,RSI,0.001354,0.9735,0.3908,0.318,0.95,MILD,HOLD,0.312,0.9692,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.4722,MODERATE,0.75,0.0,0.0,-0.032,0,HOLD,-2.145,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
IWM,1.0,1.0,0.0,-0.13,Sideways,0.98,N/A,0.3,OK,0.9899,0.5506,NEUTRAL,0.95,0.5,0.9699,False,0.0046,0.72,RSI,-0.001354,0.9691,0.389,0.324,0.95,MILD,HOLD,0.312,0.9692,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.4695,MODERATE,0.75,0.0,0.0,-0.032,0,HOLD,-3.168,hold,HOLD,2026-03-23,2026-03-30,Win0: Bear-IranOilShock   (Mar23->28-2026)
