Price,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI,MACD,Signal_Line
2015-10-16,24.929363250732425,25.1448906795857,24.81486371535858,25.095498655978957,156930400.0,25.22292812347412,27.08537769317627,45.694896763315626,-0.1368593891473644,-0.15989687728922902
2015-10-19,25.08427047729492,25.08875988200489,24.72056703284584,24.875478044661843,119036800.0,25.20591037750244,27.089611291885376,59.83792325395613,-0.11918040324798795,-0.1517535824809808
2015-10-20,25.54226493835449,25.63206844763822,24.879967268998524,24.99671063206574,195871200.0,25.17919376373291,27.099548931121827,62.07379309366266,-0.06743599400300582,-0.13489006478538582
2015-10-21,25.54001808166504,25.94862237352125,25.526546443501925,25.593899495739684,167180800.0,25.180405960083007,27.10946422576904,65.30017209199065,-0.02630623750420824,-0.1131732993291503
2015-10-22,25.9306583404541,25.9306583404541,25.616346987694964,25.667984550169447,166616400.0,25.18157314300537,27.119681129455568,67.5343190339057,0.0373799027615469,-0.08306265891101086
2015-10-23,26.734405517578125,26.76808205066041,26.117008691554844,26.200075531916905,237467600.0,25.199219436645507,27.129327754974366,73.34093075594367,0.15096705353507645,-0.03625671642179341
2015-10-26,25.881277084350582,26.52112442109389,25.80045408256619,26.50990005092704,265335200.0,25.196166191101074,27.134575719833375,59.43000777328171,0.1701835837863861,0.005031343619842494
2015-10-27,25.71738624572754,26.16415658468257,25.59166062953005,25.908217659825137,279537600.0,25.18444705963135,27.142063570022582,58.87060212004984,0.17022594276792447,0.038070263449458894
2015-10-28,26.77705955505371,26.78379623162936,26.05638931881799,26.25171183088282,342205600.0,25.19688472747803,27.153774576187132,69.78531560234033,0.25285157698439775,0.08102652615644668
2015-10-29,27.05994033813477,27.0958624288542,26.55255194030996,26.649090418043976,204909200.0,25.22167037963867,27.167365560531618,68.02402392341722,0.33727124942845066,0.13227547081084748
2015-10-30,26.828693389892575,27.21484724244894,26.81746731002505,27.163209673061345,197461200.0,25.25242778778076,27.18310347557068,66.56879749205932,0.38112142143306826,0.18204466093529165
2015-11-02,27.20587539672852,27.24628689913529,26.853397958514936,27.12056298625193,128813200.0,25.321666145324706,27.2016473197937,68.53538168863204,0.4412222983759264,0.23388018842341862
2015-11-03,27.517934799194336,27.72448166785264,27.09810438569282,27.118310988528656,182076000.0,25.40899971008301,27.218725395202636,74.58233741007126,0.5081753332329768,0.28873921738533026
2015-11-04,27.38996696472168,27.79857132141872,27.304654569493785,27.64366030440483,179544400.0,25.490990104675294,27.2342436504364,71.07234966935313,0.5446319824851784,0.3399177704052999
2015-11-05,27.263702392578125,27.662783358908804,27.09685586731794,27.47338856466931,158210800.0,25.543738594055174,27.24597144126892,71.84144232121425,0.5569158645204944,0.3833173892283388
2015-11-06,27.29526901245117,27.46437071550903,27.19606384972077,27.306543147398287,132169200.0,25.582615203857422,27.25721417427063,71.1761611083506,0.5627115040021913,0.4191962121831093
2015-11-09,27.184789657592773,27.46437065774008,27.06754656727019,27.272722405382584,135485600.0,25.61762092590332,27.26777148246765,66.85341011303245,0.552026412564647,0.4457622522594169
2015-11-10,26.32801055908203,26.62112090469709,26.16792779869561,26.35732262575856,236511600.0,25.637870750427247,27.278434371948244,56.879018456719464,0.4690169522971743,0.4504131922669684
2015-11-11,26.17919540405273,26.474559127116915,25.976273040035203,26.23781780258919,180872000.0,25.67777473449707,27.281513986587523,52.26532530248665,0.3867648334266214,0.437683520498899
2015-11-12,26.09126281738281,26.33927827697718,26.07548006232293,26.21301623649815,130102400.0,25.69517566680908,27.28017455101013,43.25827420520922,0.31090014838426683,0.41232684607597264
2015-11-13,25.32917594909668,26.057441268759582,25.313393194562373,25.97401715468327,183249600.0,25.706180305480956,27.276953449249266,44.10000277205706,0.18712572874838074,0.3672866226104543
2015-11-16,25.744047164916992,25.75757475270898,25.02705576868221,25.11273335835102,152426800.0,25.73042163848877,27.274177293777466,50.27040537204824,0.12111412113614861,0.31805212231559316
2015-11-17,25.633567810058597,25.94020574759523,25.55014367169333,25.910893680503573,110467600.0,25.7388032913208,27.2708265209198,35.636733721868,0.059202239330041095,0.2662821457184828
2015-11-18,26.44525909423828,26.490352205953155,26.04166937967995,26.10029180106284,186698800.0,25.773117446899413,27.270525522232056,43.184479045239094,0.07477141170334889,0.22797999891545603
2015-11-19,26.78120803833008,26.99991324759139,26.325761406820945,26.524173511208453,173183200.0,25.803284416198732,27.27095839500427,49.4854348464118,0.11291673133416325,0.20496734539919748
2015-11-20,26.898441314697266,27.03823093622671,26.79697927435134,26.875893047826228,137148400.0,25.828432159423826,27.273101348876953,46.46966369113582,0.15086780743506978,0.19414743780637195
2015-11-23,26.548973083496094,26.995402432357768,26.456529973606692,26.891685185099277,129930000.0,25.841651306152343,27.272617835998535,38.96797114384425,0.15100445764696957,0.1855188417744915
2015-11-24,26.803747177124023,26.909717854981725,26.406923078164844,26.4542713495114,171212800.0,25.85561061859131,27.270848693847658,43.512958127228295,0.16971453057935193,0.1823579795354636
2015-11-25,26.61209487915039,26.88265860028706,26.58729316170808,26.878148258829597,85553200.0,25.865153198242187,27.264938583374022,42.89224457186605,0.16715084850193307,0.1793165533287575
2015-11-27,26.562498092651367,26.697780847175544,26.515149816644577,26.67072395223237,52185600.0,25.884884300231935,27.257022199630736,42.03822896845119,0.15928097389432594,0.17530943744187122
2015-11-30,26.67297744750977,26.9232481193852,26.548968837052,26.60308090334649,156721200.0,25.90893539428711,27.24896827697754,44.439010176679595,0.1601131178355395,0.17227017352060486
2015-12-01,26.456523895263672,26.787963503541896,26.348299770228813,26.774435917960403,139409600.0,25.920754776000976,27.238997440338135,51.622035688733234,0.14167348150961345,0.1661508351184066
2015-12-02,26.21752548217773,26.63013401452879,26.172432386701797,26.456521984544622,133546400.0,25.935921401977538,27.226841192245484,50.473016231687566,0.10654655990826356,0.154229980076378
2015-12-03,25.974016189575195,26.33251262952136,25.753057634305005,26.27840057601311,166278000.0,25.94208683013916,27.213767890930175,48.60660973512193,0.05838601895990081,0.13506118785308258
2015-12-04,26.837570190429688,26.88717363715028,25.953732274909825,25.9943167567547,231108000.0,25.962469902038574,27.203843860626222,67.50401172197493,0.08887553231399181,0.12582405674526442
2015-12-07,26.6684684753418,27.02470984714877,26.56249778826831,26.82629778041419,128336800.0,25.980773124694824,27.189179430007936,61.376259241715786,0.09826090559222322,0.12031142651465619
2015-12-08,26.65719223022461,26.74061463302481,26.34829917825269,26.497107776880156,137238000.0,26.00904342651367,27.17538227081299,62.91236394083165,0.103594806349669,0.11696810248165876
2015-12-09,26.068723678588867,26.53544439107156,25.946970224872715,26.524170254171413,185445600.0,26.040721168518065,27.162404136657713,44.96679681424829,0.05964986058641486,0.10550445410260999
2015-12-10,26.19272804260254,26.366340100948968,26.04391942706864,26.163417697774005,116850800.0,26.069311180114745,27.148232097625733,41.66121167337929,0.03443237530191823,0.09129003834247164
2015-12-11,25.51857185363769,26.01685794907438,25.44416669888514,25.97176485417718,187544800.0,26.087650985717772,27.132870454788208,33.11257134186907,-0.039496146764918194,0.06513280132099368
2015-12-14,25.360746383666992,25.40583948226677,24.754234402408738,25.29310501557588,257274800.0,26.099242286682127,27.116018600463867,34.74226536481285,-0.10955732095437654,0.03019477686591964
2015-12-15,24.912057876586918,25.432892196896464,24.880492368712535,25.238988808416057,213292400.0,26.10006359100342,27.096622819900514,26.86156835261484,-0.19899285319518967,-0.015642749146302225
2015-12-16,25.103715896606445,25.25027108050016,24.531026190017453,25.042840027704788,224954000.0,26.102338371276854,27.07909785270691,31.550101741859834,-0.2515067432034428,-0.06281554795773034
2015-12-17,24.571605682373047,25.3088883546166,24.571605682373047,25.25702974186097,179091200.0,26.096350631713868,27.061282653808593,28.219160359661032,-0.332231469066663,-0.11669873217951687
2015-12-18,23.90647315979004,24.693359335575057,23.856869714176423,24.555824854816795,385813200.0,26.082807579040526,27.039930362701416,23.009382781845346,-0.4447502279511184,-0.1823090313338372
2015-12-21,24.199581146240234,24.20860011004079,23.80275533997306,24.18830701144168,190362400.0,26.063362617492675,27.019442682266234,28.305267218455114,-0.5044557383807877,-0.2467383727432273
2015-12-22,24.17703628540039,24.287515589338216,24.00116905929387,24.215365594086148,131157600.0,26.045801696777342,27.001769037246703,29.534275464790966,-0.5472832270364947,-0.3068473436018808
2015-12-23,24.48818588256836,24.54229795573271,24.17027379732024,24.18605655700117,130629600.0,26.033610610961915,26.98817720413208,35.2968977139878,-0.5497796308868352,-0.3554338010588717
2015-12-24,24.35740852355957,24.5761136635021,24.33937059609821,24.5761136635021,54281600.0,26.02589839935303,26.971472187042238,21.29443579809481,-0.5559025898256991,-0.39552755881223717
2015-12-28,24.0845947265625,24.28075334500743,23.94029472685302,24.25820507239708,106816800.0,26.005321197509765,26.95436014175415,20.79519682662867,-0.5761276316057646,-0.4316475733709427
2015-12-29,24.517488479614254,24.67306257599485,24.093607553479544,24.11615410015425,123724800.0,25.9970837020874,26.9378990650177,27.919943283383432,-0.5508750700036202,-0.45549307269747824
2015-12-30,24.197324752807617,24.5084712473463,24.16575924119607,24.4814160775029,100855200.0,25.979344787597658,26.91751136779785,29.556607547672954,-0.5503526472970108,-0.47446498761738476
2015-12-31,23.73286247253418,24.13194176242793,23.63365558276081,24.1274331402526,163649200.0,25.94315673828125,26.893210010528563,24.988577204521874,-0.5807226387903199,-0.49571651785197185
2016-01-04,23.75315284729004,23.75766318946608,22.99783223080675,23.135368423920035,270597600.0,25.90741943359375,26.870089569091796,29.296705145112796,-0.5962802644664897,-0.5158292671748754
2016-01-05,23.157915115356445,23.86588746445505,23.09027546402736,23.84334091401202,223164000.0,25.8519645690918,26.84577350616455,26.57076294258023,-0.6491574225782273,-0.5424948982555458
2016-01-06,22.704723358154297,23.08125782495581,22.5175854305608,22.67315784168351,273829600.0,25.77137092590332,26.81773365020752,26.54533441694643,-0.7193396390798696,-0.5778638464204106
2016-01-07,21.74647521972656,22.576200859718405,21.741966598506444,22.24927163523591,324377600.0,25.68867488861084,26.785481214523315,19.324154426206718,-0.8425695503551083,-0.6308049872073501
2016-01-08,21.861469268798828,22.346227857182512,21.8163761667038,22.21996579516317,283192000.0,25.611556549072265,26.757487211227417,23.19354936082226,-0.9203419549854424,-0.6887123807629686
2016-01-11,22.21544647216797,22.334944692584653,21.947137978649906,22.31465332090222,198957600.0,25.52032428741455,26.73030605316162,32.176652346365,-0.9425490255240874,-0.7394797097151924
2016-01-12,22.53787612915039,22.702469220218045,22.28535028483298,22.670903704702315,196616800.0,25.429883003234863,26.705838775634767,32.593292036261076,-0.9234855437591918,-0.7762808765239924
2016-01-13,21.958415985107425,22.815198491300198,21.938124609843808,22.61903992946264,249758400.0,25.33247745513916,26.675002117156982,29.187776569850385,-0.9442504565022709,-0.8098747925196481
2016-01-14,22.43867301940918,22.65512476253134,21.5864005165612,22.086941947171443,252680400.0,25.237133407592772,26.64872568130493,31.365344241723392,-0.9114474713680458,-0.8301893282893277
2016-01-15,21.89979553222656,22.030567918385238,21.500716301587364,21.6901093682795,319335600.0,25.12477062225342,26.619955205917357,29.198498607579566,-0.9183476390140015,-0.8478209904342625
2016-01-19,21.7938289642334,22.24251168137656,21.53228416336344,22.18839961644163,212350800.0,25.012847862243653,26.589464101791382,30.047158323113408,-0.9217414266219492,-0.8626050776718
2016-01-20,21.82314109802246,22.13879798972315,21.06331007473765,21.442098000740145,289337600.0,24.90403663635254,26.556860542297365,24.757224301443586,-0.9115579113501653,-0.8723956444074731
2016-01-21,21.71265983581543,22.06889945737359,21.406021936612103,21.884014993459072,208646000.0,24.792384452819825,26.525195751190186,25.7697009287525,-0.9020045694602992,-0.8783174294180384
2016-01-22,22.8670597076416,22.876078671753596,22.179380465969416,22.238001152410096,263202000.0,24.7060298538208,26.499759216308593,42.55815371782463,-0.7921516244213045,-0.8610842684186917
2016-01-25,22.42062759399414,22.89185676147398,22.368768990971528,22.889601590857914,207178000.0,24.627882194519042,26.47102222442627,39.32829840749416,-0.7326699514831816,-0.8354014050315897
2016-01-26,22.544639587402344,22.74530681313795,22.111739620884507,22.531112001008523,300308000.0,24.555191078186034,26.442304372787476,44.68753170218468,-0.6678252914280662,-0.801886182310885
2016-01-27,21.063312530517575,21.787067778474743,21.04527459855925,21.654041900713786,533478800.0,24.45463207244873,26.406458072662353,37.931112825187554,-0.7275790661058572,-0.7870247590698796
2016-01-28,21.21436882019043,21.31132051985927,20.831072363001763,21.14672917961133,222715200.0,24.372335929870605,26.371979093551637,45.5605880111991,-0.754053127818473,-0.7804304328195983
2016-01-29,21.947141647338867,21.947141647338867,21.272990125762878,21.372196991080568,257666000.0,24.296397819519044,26.340629806518553,50.647976611271446,-0.7077469036006399,-0.7658937269758067
2016-02-01,21.74197196960449,21.805103003429338,21.509739215095237,21.750990934463992,163774000.0,24.218565902709962,26.308933544158936,46.336444874074814,-0.6797684184218831,-0.7486686652650221
2016-02-02,21.302309036254883,21.654040078890677,21.257214210153037,21.51424869826253,149428800.0,24.115706901550293,26.276619176864624,40.610032675352066,-0.6851741307749961,-0.7359697583670168
2016-02-03,21.723926544189453,21.8344058152628,21.212112936400175,21.41954389602105,183857200.0,24.014561271667482,26.243241319656374,48.174140699583,-0.6479678178172712,-0.7183693702570677
